#,Level ( mm ), Moisture Sensor 2( % ), Moisture Sensor 3( % ),Date
10725,24,-11,123,2021-09-03 06:57:09
10726,24,-11,123,2021-09-03 06:58:09
10727,25,-11,123,2021-09-03 06:59:09
10728,23,-11,123,2021-09-03 07:00:09
10729,24,-11,123,2021-09-03 07:01:09
10730,24,-11,123,2021-09-03 07:02:09
10731,24,-11,123,2021-09-03 07:03:09
10732,22,-11,123,2021-09-03 07:04:10
10733,25,-11,123,2021-09-03 07:05:10
10734,24,-11,123,2021-09-03 07:06:10
10735,24,-11,123,2021-09-03 07:07:10
10736,25,-11,123,2021-09-03 07:08:10
10737,24,-11,123,2021-09-03 07:09:10
10738,24,-11,123,2021-09-03 07:10:10
10739,26,-11,123,2021-09-03 07:11:11
10740,25,-11,123,2021-09-03 07:12:11
10741,25,-11,123,2021-09-03 07:13:11
10742,27,-11,123,2021-09-03 07:14:11
10743,25,-11,123,2021-09-03 07:15:11
10744,25,-11,123,2021-09-03 07:16:11
10745,24,-11,123,2021-09-03 07:17:11
10746,26,-11,123,2021-09-03 07:18:11
10747,26,-11,123,2021-09-03 07:19:12
10748,26,-11,123,2021-09-03 07:20:12
10749,27,-11,123,2021-09-03 07:21:12
10750,25,-11,123,2021-09-03 07:22:12
10751,25,-11,123,2021-09-03 07:23:12
10752,27,-11,123,2021-09-03 07:24:12
10753,26,-11,123,2021-09-03 07:25:12
10754,25,-11,123,2021-09-03 07:26:13
10755,26,-11,123,2021-09-03 07:27:13
10756,27,-11,123,2021-09-03 07:28:13
10757,26,-11,123,2021-09-03 07:29:13
10758,25,-11,123,2021-09-03 07:30:13
10759,27,-11,123,2021-09-03 07:31:13
10760,28,-11,123,2021-09-03 07:32:13
10761,27,-11,123,2021-09-03 07:33:14
10762,27,-11,123,2021-09-03 07:34:14
10763,26,-11,123,2021-09-03 07:35:14
10764,28,-11,123,2021-09-03 07:36:14
10765,28,-11,123,2021-09-03 07:37:14
10766,28,-11,123,2021-09-03 07:38:14
10767,27,-11,123,2021-09-03 07:39:14
10768,29,-11,123,2021-09-03 07:40:15
10769,28,-11,123,2021-09-03 07:41:15
10770,29,-11,123,2021-09-03 07:42:15
10771,28,-11,123,2021-09-03 07:43:15
10772,29,-11,123,2021-09-03 07:44:15
10773,28,-11,123,2021-09-03 07:45:15
10774,29,-11,123,2021-09-03 07:46:15
10775,29,-11,123,2021-09-03 07:47:16
10776,29,-11,123,2021-09-03 07:48:16
10777,28,-11,123,2021-09-03 07:49:16
10778,29,-11,123,2021-09-03 07:50:16
10779,28,-11,123,2021-09-03 07:51:16
10780,28,-11,123,2021-09-03 07:52:16
10781,30,-11,123,2021-09-03 07:53:16
10782,29,-11,123,2021-09-03 07:54:17
10783,30,-11,123,2021-09-03 07:55:17
10784,29,-11,123,2021-09-03 07:56:17
10785,28,-11,123,2021-09-03 07:57:17
10786,29,-11,123,2021-09-03 07:58:17
10787,29,-11,123,2021-09-03 07:59:17
10788,27,-11,123,2021-09-03 08:00:17
10789,29,-11,123,2021-09-03 08:01:17
10790,29,-11,123,2021-09-03 08:02:18
10791,30,-11,123,2021-09-03 08:03:18
10792,30,-11,123,2021-09-03 08:04:18
10793,28,-11,123,2021-09-03 08:05:18
10794,29,-11,123,2021-09-03 08:06:18
10795,28,-11,123,2021-09-03 08:07:18
10796,28,-11,123,2021-09-03 08:08:18
10797,29,-11,123,2021-09-03 08:09:19
10798,28,-11,123,2021-09-03 08:10:19
10799,27,-11,123,2021-09-03 08:11:19
10800,28,-11,123,2021-09-03 08:12:19
10801,28,-11,123,2021-09-03 08:13:19
10802,29,-11,123,2021-09-03 08:14:19
10803,28,-11,123,2021-09-03 08:15:20
10804,29,-11,123,2021-09-03 08:16:20
10805,28,-11,123,2021-09-03 08:17:20
10806,28,-11,123,2021-09-03 08:18:20
10807,28,-11,123,2021-09-03 08:19:20
10808,29,-11,123,2021-09-03 08:20:20
10809,28,-11,123,2021-09-03 08:21:20
10810,29,-11,123,2021-09-03 08:22:20
10811,28,-11,123,2021-09-03 08:23:21
10812,28,-11,123,2021-09-03 08:24:21
10813,29,-11,123,2021-09-03 08:25:21
10814,28,-11,123,2021-09-03 08:26:21
10815,29,-11,123,2021-09-03 08:27:21
10816,28,-11,123,2021-09-03 08:28:22
10817,27,-11,123,2021-09-03 08:29:21
10818,29,-11,123,2021-09-03 08:30:22
10819,28,-11,123,2021-09-03 08:31:22
10820,28,-11,123,2021-09-03 08:32:22
10821,29,-11,123,2021-09-03 08:33:22
10822,28,-11,123,2021-09-03 08:34:22
10823,27,-11,123,2021-09-03 08:35:22
10824,28,-11,123,2021-09-03 08:36:22
10825,27,-11,123,2021-09-03 08:37:23
10826,27,-11,123,2021-09-03 08:38:23
10827,27,-11,123,2021-09-03 08:39:23
10828,29,-11,123,2021-09-03 08:40:23
10829,29,-11,123,2021-09-03 08:41:23
10830,29,-11,123,2021-09-03 08:42:23
10831,28,-11,123,2021-09-03 08:43:23
10832,29,-11,123,2021-09-03 08:44:24
10833,28,-11,123,2021-09-03 08:45:24
10834,27,-11,123,2021-09-03 08:46:24
10835,28,-11,123,2021-09-03 08:47:24
10836,27,-11,123,2021-09-03 08:48:24
10837,28,-11,123,2021-09-03 08:49:24
10838,27,-11,123,2021-09-03 08:50:24
10839,29,-11,123,2021-09-03 08:51:24
10840,28,-11,123,2021-09-03 08:52:25
10841,27,-11,123,2021-09-03 08:53:25
10842,28,-11,123,2021-09-03 08:54:25
10843,29,-11,123,2021-09-03 08:55:25
10844,28,-11,123,2021-09-03 08:56:25
10845,28,-11,123,2021-09-03 08:57:25
10846,26,-11,123,2021-09-03 08:58:25
10847,27,-11,123,2021-09-03 08:59:25
10848,28,-11,123,2021-09-03 09:00:26
10849,28,-11,123,2021-09-03 09:01:26
10850,27,-11,123,2021-09-03 09:02:26
10851,27,-11,123,2021-09-03 09:03:26
10852,27,-11,123,2021-09-03 09:04:26
10853,28,-11,123,2021-09-03 09:05:26
10854,27,-11,123,2021-09-03 09:06:26
10855,27,-11,123,2021-09-03 09:07:27
10856,27,-11,123,2021-09-03 09:08:27
10857,27,-11,123,2021-09-03 09:09:27
10858,28,-11,123,2021-09-03 09:10:27
10859,27,-11,123,2021-09-03 09:11:27
10860,26,-11,123,2021-09-03 09:12:27
10861,27,-11,123,2021-09-03 09:13:28
10862,27,-11,123,2021-09-03 09:14:28
10863,27,-11,123,2021-09-03 09:15:28
10864,26,-11,123,2021-09-03 09:16:28
10865,26,-11,123,2021-09-03 09:17:28
10866,26,-11,123,2021-09-03 09:18:28
10867,26,-11,123,2021-09-03 09:19:28
10868,27,-11,123,2021-09-03 09:20:28
10869,28,-11,123,2021-09-03 09:21:29
10870,28,-11,123,2021-09-03 09:22:29
10871,26,-11,123,2021-09-03 09:23:29
10872,27,-11,123,2021-09-03 09:24:29
10873,26,-11,123,2021-09-03 09:25:29
10874,26,-11,123,2021-09-03 09:26:29
10875,26,-11,123,2021-09-03 09:27:30
10876,27,-11,123,2021-09-03 09:28:30
10877,28,-11,123,2021-09-03 09:29:30
10878,26,-11,123,2021-09-03 09:30:30
10879,27,-11,123,2021-09-03 09:31:30
10880,25,-11,123,2021-09-03 09:32:30
10881,27,-11,123,2021-09-03 09:33:30
10882,27,-11,123,2021-09-03 09:34:31
10883,27,-11,123,2021-09-03 09:35:30
10884,25,-11,123,2021-09-03 09:36:31
10885,27,-11,123,2021-09-03 09:37:31
10886,27,-11,123,2021-09-03 09:38:31
10887,27,-11,123,2021-09-03 09:39:31
10888,26,-11,123,2021-09-03 09:40:31
10889,27,-11,123,2021-09-03 09:41:31
10890,27,-11,123,2021-09-03 09:42:31
10891,27,-11,123,2021-09-03 09:43:32
10892,26,-11,123,2021-09-03 09:44:32
10893,25,-11,123,2021-09-03 09:45:32
10894,26,-11,123,2021-09-03 09:46:32
10895,28,-11,123,2021-09-03 09:47:32
10896,26,-11,123,2021-09-03 09:48:33
10897,27,-11,123,2021-09-03 09:49:32
10898,26,-11,123,2021-09-03 09:50:33
10899,26,-11,123,2021-09-03 09:51:33
10900,26,-11,123,2021-09-03 09:52:33
10901,26,-11,123,2021-09-03 09:53:33
10902,27,-11,123,2021-09-03 09:54:33
10903,26,-11,123,2021-09-03 09:55:33
10904,26,-11,123,2021-09-03 09:56:34
10905,26,-11,123,2021-09-03 09:57:34
10906,26,-11,123,2021-09-03 09:58:34
10907,27,-11,123,2021-09-03 09:59:34
10908,26,-11,123,2021-09-03 10:00:34
10909,26,-11,123,2021-09-03 10:01:34
10910,26,-11,123,2021-09-03 10:02:34
10911,27,-11,123,2021-09-03 10:03:34
10912,25,-11,123,2021-09-03 10:04:35
10913,25,-11,123,2021-09-03 10:05:35
10914,25,-11,123,2021-09-03 10:06:35
10915,25,-11,123,2021-09-03 10:07:35
10916,26,-11,123,2021-09-03 10:08:35
10917,26,-11,123,2021-09-03 10:09:35
10918,26,-11,123,2021-09-03 10:10:35
10919,26,-11,123,2021-09-03 10:11:36
10920,26,-11,123,2021-09-03 10:12:36
10921,25,-11,123,2021-09-03 10:13:36
10922,27,-11,123,2021-09-03 10:14:36
10923,26,-11,123,2021-09-03 10:15:36
10924,26,-11,123,2021-09-03 10:16:36
10925,26,-11,123,2021-09-03 10:17:37
10926,25,-11,123,2021-09-03 10:18:36
10927,26,-11,123,2021-09-03 10:19:36
10928,26,-11,123,2021-09-03 10:20:37
10929,25,-11,123,2021-09-03 10:21:37
10930,25,-11,123,2021-09-03 10:22:37
10931,26,-11,123,2021-09-03 10:23:37
10932,26,-11,123,2021-09-03 10:24:37
10933,26,-11,123,2021-09-03 10:25:38
10934,25,-11,123,2021-09-03 10:26:38
10935,25,-11,123,2021-09-03 10:27:38
10936,25,-11,123,2021-09-03 10:28:38
10937,26,-11,123,2021-09-03 10:29:38
10938,26,-11,123,2021-09-03 10:30:38
10939,25,-11,123,2021-09-03 10:31:38
10940,25,-11,123,2021-09-03 10:32:39
10941,26,-11,123,2021-09-03 10:33:39
10942,26,-11,123,2021-09-03 10:34:39
10943,26,-11,123,2021-09-03 10:35:39
10944,24,-11,123,2021-09-03 10:36:39
10945,25,-11,123,2021-09-03 10:37:39
10946,26,-11,123,2021-09-03 10:38:39
10947,26,-11,123,2021-09-03 10:39:39
10948,24,-11,123,2021-09-03 10:40:40
10949,26,-11,123,2021-09-03 10:41:40
10950,25,-11,123,2021-09-03 10:42:40
10951,25,-11,123,2021-09-03 10:43:40
10952,25,-11,123,2021-09-03 10:47:22
10953,25,-11,123,2021-09-03 10:47:41
10954,25,-11,123,2021-09-03 10:48:42
10955,25,-11,123,2021-09-03 10:49:41
10956,26,-11,123,2021-09-03 10:50:41
10957,25,-11,123,2021-09-03 10:51:41
10958,25,-11,123,2021-09-03 10:52:41
10959,24,-11,123,2021-09-03 10:53:41
10960,24,-11,123,2021-09-03 10:54:42
10961,25,-11,123,2021-09-03 10:55:42
10962,26,-11,123,2021-09-03 10:56:42
10963,25,-11,123,2021-09-03 10:57:42
10964,24,-11,123,2021-09-03 10:58:42
10965,25,-11,123,2021-09-03 10:59:42
10966,27,-11,123,2021-09-03 11:00:42
10967,24,-11,123,2021-09-03 11:01:43
10968,25,-11,123,2021-09-03 11:02:43
10969,25,-11,123,2021-09-03 11:03:43
10970,26,-11,123,2021-09-03 11:04:43
10971,25,-11,123,2021-09-03 11:05:43
10972,24,-11,123,2021-09-03 11:06:43
10973,24,-11,123,2021-09-03 11:07:44
10974,26,-11,123,2021-09-03 11:08:43
10975,25,-11,123,2021-09-03 11:09:44
10976,25,-11,123,2021-09-03 11:10:44
10977,26,-11,123,2021-09-03 11:11:44
10978,25,-11,123,2021-09-03 11:12:44
10979,25,-11,123,2021-09-03 11:13:44
10980,26,-11,123,2021-09-03 11:14:44
10981,25,-11,123,2021-09-03 11:15:44
10982,25,-11,123,2021-09-03 11:16:45
10983,25,-11,123,2021-09-03 11:17:45
10984,23,-11,123,2021-09-03 11:18:45
10985,25,-11,123,2021-09-03 11:19:45
10986,26,-11,123,2021-09-03 11:20:45
10987,25,-11,123,2021-09-03 11:21:45
10988,26,-11,123,2021-09-03 11:22:46
10989,25,-11,123,2021-09-03 11:23:46
10990,25,-11,123,2021-09-03 11:24:46
10991,25,-11,123,2021-09-03 11:25:46
10992,25,-11,123,2021-09-03 11:26:47
10993,25,-11,123,2021-09-03 11:27:46
10994,25,-11,123,2021-09-03 11:28:46
10995,25,-11,123,2021-09-03 11:29:46
10996,25,-11,123,2021-09-03 11:30:47
10997,25,-11,123,2021-09-03 11:31:47
10998,24,-11,123,2021-09-03 11:32:47
10999,25,-11,123,2021-09-03 11:33:47
11000,24,-11,123,2021-09-03 11:34:47
11001,24,-11,123,2021-09-03 11:35:47
11002,25,-11,123,2021-09-03 11:36:47
11003,25,-11,123,2021-09-03 11:37:48
11004,23,-11,123,2021-09-03 11:38:48
11005,26,-11,123,2021-09-03 11:39:48
11006,25,-11,123,2021-09-03 11:40:48
11007,25,-11,123,2021-09-03 11:41:48
11008,25,-11,123,2021-09-03 11:42:48
11009,25,-11,123,2021-09-03 11:43:48
11010,25,-11,123,2021-09-03 11:44:48
11011,24,-11,123,2021-09-03 11:45:49
11012,24,-11,123,2021-09-03 11:46:49
11013,25,-11,123,2021-09-03 11:47:49
11014,24,-11,123,2021-09-03 11:48:49
11015,24,-11,123,2021-09-03 11:49:49
11016,25,-11,123,2021-09-03 11:50:49
11017,24,-11,123,2021-09-03 11:51:49
11018,25,-11,123,2021-09-03 11:52:49
11019,25,-11,123,2021-09-03 11:53:50
11020,24,-11,123,2021-09-03 11:54:50
11021,24,-11,123,2021-09-03 11:55:50
11022,24,-11,123,2021-09-03 11:56:50
11023,26,-11,123,2021-09-03 11:57:50
11024,25,-11,123,2021-09-03 11:58:50
11025,24,-11,123,2021-09-03 11:59:50
11026,24,-11,123,2021-09-03 12:00:51
11027,24,-11,123,2021-09-03 12:01:51
11028,25,-11,123,2021-09-03 12:02:51
11029,23,-11,123,2021-09-03 12:03:51
11030,23,-11,123,2021-09-03 12:04:51
11031,25,-11,123,2021-09-03 12:05:52
11032,23,-11,123,2021-09-03 12:06:51
11033,24,-11,123,2021-09-03 12:07:51
11034,24,-11,123,2021-09-03 12:08:52
11035,23,-11,123,2021-09-03 12:09:52
11036,23,-11,123,2021-09-03 12:10:52
11037,25,-11,123,2021-09-03 12:11:52
11038,25,-11,123,2021-09-03 12:12:52
11039,24,-11,123,2021-09-03 12:13:52
11040,25,-11,123,2021-09-03 12:14:52
11041,24,-11,123,2021-09-03 12:15:53
11042,24,-11,123,2021-09-03 12:16:53
11043,24,-11,123,2021-09-03 12:17:53
11044,24,-11,123,2021-09-03 12:18:53
11045,25,-11,123,2021-09-03 12:19:53
11046,24,-11,123,2021-09-03 12:20:53
11047,23,-11,123,2021-09-03 12:21:53
11048,24,-11,123,2021-09-03 12:22:53
11049,25,-11,123,2021-09-03 12:23:54
11050,24,-11,123,2021-09-03 12:24:54
11051,24,-11,123,2021-09-03 12:25:54
11052,24,-11,123,2021-09-03 12:26:54
11053,24,-11,123,2021-09-03 12:27:54
11054,25,-11,123,2021-09-03 12:28:54
11055,23,-11,123,2021-09-03 12:29:55
11056,24,-11,123,2021-09-03 12:30:55
11057,24,-11,123,2021-09-03 12:31:55
11058,25,-11,123,2021-09-03 12:32:56
11059,25,-11,123,2021-09-03 12:33:55
11060,23,-11,123,2021-09-03 12:34:56
11061,24,-11,123,2021-09-03 12:35:55
11062,24,-11,123,2021-09-03 12:36:56
11063,23,-11,123,2021-09-03 12:37:56
11064,24,-11,123,2021-09-03 12:38:56
11065,23,-11,123,2021-09-03 12:39:56
11066,23,-11,123,2021-09-03 12:40:56
11067,24,-11,123,2021-09-03 12:41:56
11068,24,-11,123,2021-09-03 12:42:56
11069,24,-11,123,2021-09-03 12:43:56
11070,23,-11,123,2021-09-03 12:44:57
11071,23,-11,123,2021-09-03 12:45:57
11072,23,-11,123,2021-09-03 12:46:57
11073,23,-11,123,2021-09-03 12:47:57
11074,23,-11,123,2021-09-03 12:48:58
11075,24,-11,123,2021-09-03 12:49:57
11076,24,-11,123,2021-09-03 12:50:57
11077,24,-11,123,2021-09-03 12:51:57
11078,24,-11,123,2021-09-03 12:52:58
11079,24,-11,123,2021-09-03 12:53:58
11080,25,-11,123,2021-09-03 12:54:58
11081,24,-11,123,2021-09-03 12:55:58
11082,24,-11,123,2021-09-03 12:56:58
11083,24,-11,123,2021-09-03 12:57:58
11084,24,-11,123,2021-09-03 12:58:58
11085,24,-11,123,2021-09-03 12:59:59
11086,24,-11,123,2021-09-03 13:00:59
11087,23,-11,123,2021-09-03 13:01:59
11088,23,-11,123,2021-09-03 13:02:59
11089,23,-11,123,2021-09-03 13:03:59
11090,23,-11,123,2021-09-03 13:05:00
11091,24,-11,123,2021-09-03 13:06:00
11092,23,-11,123,2021-09-03 13:07:00
11093,23,-11,123,2021-09-03 13:08:00
11094,23,-11,123,2021-09-03 13:09:00
11095,24,-11,123,2021-09-03 13:10:00
11096,23,-11,123,2021-09-03 13:11:00
11097,24,-11,123,2021-09-03 13:12:01
11098,23,-11,123,2021-09-03 13:13:00
11099,23,-11,123,2021-09-03 13:14:00
11100,23,-11,123,2021-09-03 13:15:01
11101,23,-11,123,2021-09-03 13:16:01
11102,24,-11,123,2021-09-03 13:17:01
11103,24,-11,123,2021-09-03 13:18:01
11104,24,-11,123,2021-09-03 13:19:01
11105,23,-11,123,2021-09-03 13:20:01
11106,24,-11,123,2021-09-03 13:21:01
11107,23,-11,123,2021-09-03 13:22:02
11108,22,-11,123,2021-09-03 13:23:02
11109,24,-11,123,2021-09-03 13:24:02
11110,23,-11,123,2021-09-03 13:25:02
11111,22,-11,123,2021-09-03 13:26:02
11112,23,-11,123,2021-09-03 13:27:02
11113,24,-11,123,2021-09-03 13:28:02
11114,23,-11,123,2021-09-03 13:29:03
11115,23,-11,123,2021-09-03 13:30:03
11116,23,-11,123,2021-09-03 13:31:03
11117,22,-11,123,2021-09-03 13:32:03
11118,23,-11,123,2021-09-03 13:33:03
11119,24,-11,123,2021-09-03 13:34:03
11120,22,-11,123,2021-09-03 13:35:03
11121,23,-11,123,2021-09-03 13:36:04
11122,23,-11,123,2021-09-03 13:37:04
11123,23,-11,123,2021-09-03 13:38:04
11124,23,-11,123,2021-09-03 13:39:04
11125,22,-11,123,2021-09-03 13:40:04
11126,23,-11,123,2021-09-03 13:41:04
11127,22,-11,123,2021-09-03 13:42:05
11128,23,-11,123,2021-09-03 13:43:05
11129,22,-11,123,2021-09-03 13:44:05
11130,23,-11,123,2021-09-03 13:45:05
11131,22,-11,123,2021-09-03 13:46:05
11132,22,-11,123,2021-09-03 13:47:05
11133,23,-11,123,2021-09-03 13:48:05
11134,23,-11,123,2021-09-03 13:49:05
11135,23,-11,123,2021-09-03 13:50:06
11136,23,-11,123,2021-09-03 13:51:06
11137,24,-11,123,2021-09-03 13:52:06
11138,24,-11,123,2021-09-03 13:53:06
11139,23,-11,123,2021-09-03 13:54:06
11140,22,-11,123,2021-09-03 13:55:07
11141,23,-11,123,2021-09-03 13:56:06
11142,22,-11,123,2021-09-03 13:57:07
11143,21,-11,123,2021-09-03 13:58:07
11144,24,-11,123,2021-09-03 13:59:07
11145,23,-11,123,2021-09-03 14:00:07
11146,22,-11,123,2021-09-03 14:01:07
11147,22,-11,123,2021-09-03 14:02:07
11148,23,-11,123,2021-09-03 14:03:07
11149,22,-11,123,2021-09-03 14:04:07
11150,23,-11,123,2021-09-03 14:05:08
11151,22,-11,123,2021-09-03 14:06:08
11152,22,-11,123,2021-09-03 14:07:08
11153,22,-11,123,2021-09-03 14:08:08
11154,22,-11,123,2021-09-03 14:09:08
11155,22,-11,123,2021-09-03 14:10:08
11156,21,-11,123,2021-09-03 14:11:08
11157,22,-11,123,2021-09-03 14:12:09
11158,22,-11,123,2021-09-03 14:13:09
11159,22,-11,123,2021-09-03 14:14:09
11160,23,-11,123,2021-09-03 14:15:09
11161,22,-11,123,2021-09-03 14:16:09
11162,22,-11,123,2021-09-03 14:17:09
11163,23,-11,123,2021-09-03 14:18:09
11164,21,-11,123,2021-09-03 14:19:10
11165,23,-11,123,2021-09-03 14:20:10
11166,22,-11,123,2021-09-03 14:21:10
11167,23,-11,123,2021-09-03 14:22:10
11168,22,-11,123,2021-09-03 14:23:10
11169,23,-11,123,2021-09-03 14:24:10
11170,23,-11,123,2021-09-03 14:25:11
11171,22,-11,123,2021-09-03 14:26:11
11172,22,-11,123,2021-09-03 14:27:11
11173,22,-11,123,2021-09-03 14:28:11
11174,23,-11,123,2021-09-03 14:29:11
11175,23,-11,123,2021-09-03 14:30:11
11176,22,-11,123,2021-09-03 14:31:11
11177,22,-11,123,2021-09-03 14:32:11
11178,24,-11,123,2021-09-03 14:33:11
11179,22,-11,123,2021-09-03 14:34:12
11180,21,-11,123,2021-09-03 14:35:12
11181,22,-11,123,2021-09-03 14:36:12
11182,23,-11,123,2021-09-03 14:37:12
11183,21,-11,123,2021-09-03 14:38:12
11184,22,-11,123,2021-09-03 14:39:12
11185,22,-11,123,2021-09-03 14:40:12
11186,23,-11,123,2021-09-03 14:41:12
11187,22,-11,123,2021-09-03 14:42:13
11188,22,-11,123,2021-09-03 14:43:13
11189,22,-11,123,2021-09-03 14:44:13
11190,23,-11,123,2021-09-03 14:45:13
11191,22,-11,123,2021-09-03 14:46:13
11192,22,-11,123,2021-09-03 14:47:13
11193,22,-11,123,2021-09-03 14:48:13
11194,21,-11,123,2021-09-03 14:49:14
11195,22,-11,123,2021-09-03 14:50:14
11196,23,-11,123,2021-09-03 14:51:14
11197,22,-11,123,2021-09-03 14:52:14
11198,22,-11,123,2021-09-03 14:53:14
11199,21,-11,123,2021-09-03 14:54:14
11200,22,-11,123,2021-09-03 14:55:15
11201,22,-11,123,2021-09-03 14:56:15
11202,22,-11,123,2021-09-03 14:57:15
11203,22,-11,123,2021-09-03 14:58:15
11204,22,-11,123,2021-09-03 14:59:15
11205,23,-11,123,2021-09-03 15:00:15
11206,21,-11,123,2021-09-03 15:01:15
11207,21,-11,123,2021-09-03 15:02:15
11208,22,-11,123,2021-09-03 15:03:16
11209,22,-11,123,2021-09-03 15:04:16
11210,22,-11,123,2021-09-03 15:05:16
11211,21,-11,123,2021-09-03 15:06:16
11212,22,-11,123,2021-09-03 15:07:16
11213,22,-11,123,2021-09-03 15:08:16
11214,22,-11,123,2021-09-03 15:09:17
11215,22,-11,123,2021-09-03 15:10:17
11216,22,-11,123,2021-09-03 15:11:17
11217,21,-11,123,2021-09-03 15:12:17
11218,22,-11,123,2021-09-03 15:13:17
11219,22,-11,123,2021-09-03 15:14:17
11220,22,-11,123,2021-09-03 15:15:17
11221,23,-11,123,2021-09-03 15:16:18
11222,21,-11,123,2021-09-03 15:17:17
11223,21,-11,123,2021-09-03 15:18:18
11224,21,-11,123,2021-09-03 15:19:18
11225,21,-11,123,2021-09-03 15:20:18
11226,22,-11,123,2021-09-03 15:21:18
11227,21,-11,123,2021-09-03 15:22:18
11228,21,-11,123,2021-09-03 15:23:18
11229,21,-11,123,2021-09-03 15:24:18
11230,21,-11,123,2021-09-03 15:25:19
11231,21,-11,123,2021-09-03 15:26:19
11232,21,-11,123,2021-09-03 15:27:19
11233,22,-11,123,2021-09-03 15:28:19
11234,22,-11,123,2021-09-03 15:29:19
11235,22,-11,123,2021-09-03 15:30:19
11236,21,-11,123,2021-09-03 15:31:19
11237,22,-11,123,2021-09-03 15:32:19
11238,21,-11,123,2021-09-03 15:33:20
11239,21,-11,123,2021-09-03 15:34:20
11240,22,-11,123,2021-09-03 15:35:20
11241,22,-11,123,2021-09-03 15:36:20
11242,21,-11,123,2021-09-03 15:37:20
11243,22,-11,123,2021-09-03 15:38:20
11244,20,-11,123,2021-09-03 15:39:21
11245,21,-11,123,2021-09-03 15:40:21
11246,21,-11,123,2021-09-03 15:41:21
11247,21,-11,123,2021-09-03 15:42:21
11248,21,-11,123,2021-09-03 15:43:21
11249,21,-11,123,2021-09-03 15:44:21
11250,20,-11,123,2021-09-03 15:45:21
11251,20,-11,123,2021-09-03 15:46:21
11252,21,-11,123,2021-09-03 15:47:22
11253,22,-11,123,2021-09-03 15:48:22
11254,21,-11,123,2021-09-03 15:49:22
11255,21,-11,123,2021-09-03 15:50:22
11256,21,-11,123,2021-09-03 15:51:22
11257,21,-11,123,2021-09-03 15:52:22
11258,21,-11,123,2021-09-03 15:53:22
11259,20,-11,123,2021-09-03 15:54:22
11260,21,-11,123,2021-09-03 15:55:23
11261,20,-11,123,2021-09-03 15:56:23
11262,21,-11,123,2021-09-03 15:57:23
11263,21,-11,123,2021-09-03 15:58:23
11264,20,-11,123,2021-09-03 15:59:23
11265,21,-11,123,2021-09-03 16:00:23
11266,21,-11,123,2021-09-03 16:01:24
11267,21,-11,123,2021-09-03 16:02:24
11268,20,-11,123,2021-09-03 16:03:24
11269,21,-11,123,2021-09-03 16:04:24
11270,21,-11,123,2021-09-03 16:05:25
11271,20,-11,123,2021-09-03 16:06:24
11272,20,-11,123,2021-09-03 16:07:24
11273,21,-11,123,2021-09-03 16:08:24
11274,20,-11,123,2021-09-03 16:09:25
11275,21,-11,123,2021-09-03 16:10:25
11276,21,-11,123,2021-09-03 16:11:25
11277,20,-11,123,2021-09-03 16:12:25
11278,20,-11,123,2021-09-03 16:13:25
11279,21,-11,123,2021-09-03 16:14:25
11280,20,-11,123,2021-09-03 16:15:25
11281,20,-11,123,2021-09-03 16:16:26
11282,21,-11,123,2021-09-03 16:17:26
11283,21,-11,123,2021-09-03 16:18:26
11284,20,-11,123,2021-09-03 16:19:26
11285,19,-11,123,2021-09-03 16:20:26
11286,19,-11,123,2021-09-03 16:21:26
11287,21,-11,123,2021-09-03 16:22:27
11288,21,-11,123,2021-09-03 16:23:26
11289,22,-11,123,2021-09-03 16:24:27
11290,23,-11,123,2021-09-03 16:25:27
11291,22,-11,123,2021-09-03 16:26:27
11292,23,-11,123,2021-09-03 16:27:27
11293,22,-11,123,2021-09-03 16:28:27
11294,24,-11,123,2021-09-03 16:29:27
11295,22,-11,123,2021-09-03 16:30:28
11296,24,-11,123,2021-09-03 16:31:28
11297,23,-11,123,2021-09-03 16:32:28
11298,24,-11,123,2021-09-03 16:33:28
11299,24,-11,123,2021-09-03 16:34:28
11300,23,-11,123,2021-09-03 16:35:28
11301,24,-11,123,2021-09-03 16:36:29
11302,25,-11,123,2021-09-03 16:37:28
11303,24,-11,123,2021-09-03 16:38:29
11304,24,-11,123,2021-09-03 16:39:29
11305,24,-11,123,2021-09-03 16:40:29
11306,25,-11,123,2021-09-03 16:41:29
11307,24,-11,123,2021-09-03 16:42:29
11308,24,-11,123,2021-09-03 16:43:29
11309,24,-11,123,2021-09-03 16:44:30
11310,24,-11,123,2021-09-03 16:45:30
11311,25,-11,123,2021-09-03 16:46:30
11312,25,-11,123,2021-09-03 16:47:30
11313,25,-11,123,2021-09-03 16:48:30
11314,26,-11,123,2021-09-03 16:49:30
11315,25,-11,123,2021-09-03 16:50:30
11316,25,-11,123,2021-09-03 16:51:31
11317,26,-11,123,2021-09-03 16:52:31
11318,25,-11,123,2021-09-03 16:53:31
11319,25,-11,123,2021-09-03 16:54:31
11320,24,-11,123,2021-09-03 16:55:31
11321,25,-11,123,2021-09-03 16:56:31
11322,25,-11,123,2021-09-03 16:57:31
11323,25,-11,123,2021-09-03 16:58:32
11324,24,-11,123,2021-09-03 16:59:32
11325,25,-11,123,2021-09-03 17:00:32
11326,26,-11,123,2021-09-03 17:01:34
11327,26,-11,123,2021-09-03 17:02:32
11328,25,-11,123,2021-09-03 17:03:32
11329,25,-11,123,2021-09-03 17:04:32
11330,26,-11,123,2021-09-03 17:05:32
